"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids__001","genre_ids__002","genre_ids__003","genre_ids__004","genre_ids__005","genre_ids__006","genre_ids__007","backdrop_path","adult","overview","release_date"
"5953","335983","False","6.6","베놈","44.174","https://image.tmdb.org/t/p/w500/lc8TJW5z261JqSz3oSy5GES2ZXj.jpg","en","Venom","878","28","","","","","","https://image.tmdb.org/t/p/w500/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg","False","진실을 위해서라면 몸을 사리지 않고 사회의 부조리를 취재하는 정의로운 열혈 기자 에디 브록(톰 하디). 거대 기업 라이프 파운데이션의 생체실험에 의혹을 품고 뒤를 쫓던 그는 이들의 사무실에 잠입했다가 실험실에서 외계 생물체 심비오트의 기습 공격을 받게 된다. 심비오트가 숙주의 몸과 정신을 지배할 때 능력을 발휘하는 베놈은 에디의 몸에 기생하며 갖가지 소동을 일으킨다. 한편 비밀리에 인간과 심비오트를 결합해 새로운 생명체를 만들려는 시도를 계속하던 라이프 파운데이션의 회장 드레이크(리즈 아메드) 또한 심비오트의 숙주가 된다.","2018-09-28"
"27","302349","False","4.9","아이언 스카이2: 더 커밍 레이스","44.116","https://image.tmdb.org/t/p/w500/pONHJTsLWi5oADisMqunEEQLpsd.jpg","en","Iron Sky: The Coming Race","28","35","14","878","12","","","https://image.tmdb.org/t/p/w500/lg97HvXE6XAk0Z0aCbuOlx2Ayiv.jpg","False","2047년, 달 나치의 침략으로 멸망해버린 지구. 살아남은 마지막 인류는 달의 뒷면으로 이주해 살아간다. 하지만 인구 과잉에 물자 부족까지, 인간들이 살아가기엔 너무나 열악하다. 달에서 버틸 수 있는 시간도 얼마 남지 않은 상황에서 ‘오비’는 인류를 구할 단 하나의 방법이 지구에 있다는 사실을 알게 되는데…","2019-01-25"
"12199","22","False","7.7","캐리비안의 해적: 블랙펄의 저주","44.057","https://image.tmdb.org/t/p/w500/12utMjX8qV3n5htofYbTK7fVlZN.jpg","en","Pirates of the Caribbean: The Curse of the Black Pearl","12","14","28","","","","","https://image.tmdb.org/t/p/w500/8AUQ7YlJJA9C8kWk8P4YNHIcFDE.jpg","False","매력 넘치는 해적 캡틴 잭 스패로우(죠니 뎁 분)에게 수정처럼 맑고 투명한 카리브 해는 어드벤처와 미스터리로 가득찬 세계이다. 그는 현재 해적 생활을 그만두고 한적한 삶을 살고 있다. 그런 그의 인생이 사악한 해적 캡틴 바르보사(제프리 러쉬 분)에 의해 위기를 맞는다. 캡틴 바르보사가 잭 스패로우의 해적선 ‘블랙펄(Black Pearl)’을 훔친 다음, 포트 로열(Port Royal)을 공격하여 총독(조나단 프라이스 분)의 아름다운 딸 엘리자베스 스완(카이라 나이틀리 분)을 납치해 갔기 때문이다. 평민 신분이지만 엘리자베스와 어린 시절 친구인 윌 터너(올란도 블룸 분)는 잭 스패로우와 손을 잡고 영국 함대 중에서도 가장 빠른 배인 H.M.S. 인터셉터(Interceptor) 호를 지휘하여 엘리자베스도 구하고 블랙펄 호도 되찾으려는 작전에 돌입한다.","2003-07-09"
"11317","11","False","8.2","스타워즈 에피소드 4: 새로운 희망","43.85","https://image.tmdb.org/t/p/w500/7XFfURIFCJxN1mfBg0SAjk5yGzg.jpg","en","Star Wars","12","28","878","","","","","https://image.tmdb.org/t/p/w500/4iJfYYoQzZcONB9hNzg0J0wWyPH.jpg","False","공화국이 붕괴하고 제국이 수립된 뒤 20년, 제다이 기사단은 전멸하고 강력한 제국군의 횡포에 은하계는 공포에 휩싸여 있다. 그러던 중 공화국 재건을 노리는 반란군이 제국군의 비밀병기 데스스타 설계도를 훔쳐 달아나고 제국군은 이를 쫓는다. 하지만 결국 제국의 손에 붙잡히게 된 그들은 드로이드 R2-D2에 설계도를 넣어서 R2의 친구 C-3PO와 탈출시키는 데 성공하고, 두 드로이드 콤비는 타투인의 시골 마을에서 숙부와 함께 살고 있던 청년 루크 스카이워커에게 오게 되는데...","1977-05-25"
"1415","504172","False","6.5","라스트 미션","43.833","https://image.tmdb.org/t/p/w500/uoP6ax0PqMTdd8b2jkpEXuEkqvi.jpg","en","The Mule","80","18","53","","","","","https://image.tmdb.org/t/p/w500/bTeRgkAavyw1eCtSkaww18wLYNP.jpg","False","원예가로 스타 대접을 받는 얼(클린트 이스트우드)은 딸의 결혼식 대신 새로운 백합 품종을 소개하는 파티에 참석할 정도로 일을 우선시한 이기적인 남자다. 12년 후, 영광은 시대에 밀려 사라지고 농장은 경영난으로 문을 닫지만 얼 곁엔 아무도 남아 있지 않다. 가족 곁으로 돌아가고 싶지만 용기가 없던 찰나 멕시코 갱단의 마약 운반책 제안을 받은 얼은 그렇게 번 돈을 가족을 위해 쓰며 지난날의 과오를 바로잡으려 한다. 한편 마약 조직에 새로 나타난 정체불명의 운반책을 잡기 위해 고군분투 중인 특수요원 콜린(브래들리 쿠퍼)이 점차 포위망을 좁혀오는데...","2018-12-14"
"5253","627","False","8","트레인스포팅","43.68","https://image.tmdb.org/t/p/w500/p1O3eFsdb0GEIYu87xlwV7P4jM1.jpg","en","Trainspotting","18","80","","","","","","https://image.tmdb.org/t/p/w500/Aw0z8bUhGljT0ots6udf1MTLEMi.jpg","False","스코틀랜드 에딘버러의 뒷골목에 살고 있는 렌튼, 스퍼드, 벡비, 식보이, 토미는 아무런 희망 없이 하루하루를 살아간다. 이들에게 있어 유일한 즐거움은 마약을 하는 것이다. 이들은 마약을 사기 위해 강도 행각을 벌이고, 아기가 마약을 먹고 죽는 상황까지 벌어지게 된다. 그 후 백화점을 털던 스퍼드는 실형을 선고 받고, 렌튼은 끔찍한 과정을 거쳐 마약을 끊고 취직을 한다. 건실하던 토미는 에이즈로 죽고, 벡비는 장물아비로, 식보이는 포주 노릇을 한다. 하지만 이것도 잠시, 이들은 다시 모여 마약을 팔아 큰 돈을 챙기고, 렌튼은 친구들이 잠든 사이에 돈가방을 들고 혼자 달아나는 사건이 벌어지는데...","1996-02-23"
"7218","8966","False","6","트와일라잇","43.547","https://image.tmdb.org/t/p/w500/upJSF3yPDA9JgOJXifiLWMLMMFe.jpg","en","Twilight","14","18","10749","","","","","https://image.tmdb.org/t/p/w500/nEdBHjvRkKwEPD1Ps5A3rRiiLVN.jpg","False","불멸의 뱀파이어와 인간의 위험한 사랑!  그들을 노리는 또 다른 뱀파이어 종족과의 숨막히는 대결!\r 창백한 얼굴, 붉은 입술, 짙은 황금빛 눈동자…지상에 존재하지 않을 것 같은 외모의 에드워드에게 매료된 벨라는 그의 숨겨진 비밀을 알게 된다. 바로 그는 108년을 살아온 뱀파이어라는 충격적인 사실. 그러나 그녀는 죽음의 두려움도 잊은 채 에드워드와 위험한 사랑을 시작하고 이로 인해 그들은 또 다른 종족의 뱀파이어로부터 추격을 당한다. 이제 그들의 앞날엔 피할 수 없는 죽음의 그림자가 드리우는데…  2008년 겨울, 사랑을 위한 피의 대결이 시작된다!","2008-11-20"
"757","512196","False","6.1","해피 데스데이 2 유","43.441","https://image.tmdb.org/t/p/w500/y6Ezb917fuqpOULP5uBfZUvSG8e.jpg","en","Happy Death Day 2U","27","9648","53","878","35","","","https://image.tmdb.org/t/p/w500/v99NrmuSYn4HGwwpHWEkMVSeAL3.jpg","False","절대 끝나지 않는 생일에 또다시 갇혀버린 트리와 더 강력하게 돌아온 베이비의 끝내주는 호러테이닝 무비","2019-02-13"
"13001","122","False","8.4","반지의 제왕: 왕의 귀환","43.387","https://image.tmdb.org/t/p/w500/tAXXuEAKLk2mOEIJzwajJQEnVZu.jpg","en","The Lord of the Rings: The Return of the King","12","14","28","","","","","https://image.tmdb.org/t/p/w500/8BPZO0Bf8TeAy8znF43z8soK3ys.jpg","False","사우론이 인간들의 마지막 요새인 곤도르를 향해 야욕을 드러내고 있는 한편, 아라곤은 쇠락해가고 있는 곤도르의 재건을 위해 왕위 계승을 신중하게 결정지어야만 하는 상황. 이제 중간대륙의 미래는 그의 어깨에 달려있는 것. 사우론이 이끄는 어둠의 군대와의 마지막 전투를 위해 간달프는 곤도르에 흩어져 있던 병사들을 모으고, 로한의 왕 세오덴에게 도움을 받기도 하지만 사우론의 군대에 비하면 열세를 면치 못한다. 그러나 그들은 중간대륙을 사우론의 야욕으로부터 지키려는 사명감과, 마지막 반지 운반자에게 임무를 끝낼 기회를 주기 위해 어둠의 군대를 향해 돌진하게 되는데...","2003-12-01"
"7950","137113","False","7.6","엣지 오브 투모로우","43.205","https://image.tmdb.org/t/p/w500/mRd73RCMxwwZlAudYKMebE4W32d.jpg","en","Edge of Tomorrow","28","878","","","","","","https://image.tmdb.org/t/p/w500/7mgKeg18Qml5nJQa56RBZO7dIu0.jpg","False","가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 전투를 치른 경험이 한번도 없는 군 공보관 소속 빌 케이지(톰 크루즈) 소령은 전쟁터에 가서 군 홍보 영상을 찍어오라는 4성 장군의 명령을 거절한다. 그 죄로 자살 특공대에 투입된다. 하지만 불가능한 일이 일어난다. 그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것. 다시 작전에 참여해 죽었다가 눈을 뜨기를 반복하면서 그는 자신이 외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는타임루프에 빠졌다는 사실을 알게 된다.","2014-05-27"
"5","587808","False","6.4","Backdraft 2","42.978","https://image.tmdb.org/t/p/w500/xIpl4CRM9cWGYnHwCDUOAbu1k4i.jpg","en","Backdraft 2","28","80","18","","","","","https://image.tmdb.org/t/p/w500/yAV5SqsDzf0eKvMR2R4l4Q7iTUD.jpg","False","","2019-05-14"
"134","450001","False","5.1","엽문 외전","42.953","https://image.tmdb.org/t/p/w500/oVrm99JDN7j5Zu2yKqTINIMXasC.jpg","cn","葉問外傳：張天志","28","","","","","","","https://image.tmdb.org/t/p/w500/grtVFGJ4ts0nDAPpc1JWbBoVKTu.jpg","False","영춘권 일인자 엽문에게 패배한 뒤, 무술계를 떠나 아들과 함께 평범한 삶을 살아가던 ‘장천지’ 우연히 암흑 조직에 쫓기던 한 여자를 도와준 그는 이후 생계는 물론, 목숨마저 위협받게 된다. 술과 마약 등 불법 사업을 확장해나가던 조직이 장천지의 주변 사람들까지 죽음으로 몰고 가자 더 이상 참지 못한 그는 정의를 위해 최후의 결전을 벌이게 되는데…","2018-12-20"
"11","468224","False","5.4","톨킨","42.826","https://image.tmdb.org/t/p/w500/5ElXRKi773koW0mAnRjpNTpgZXZ.jpg","en","Tolkien","18","","","","","","","https://image.tmdb.org/t/p/w500/wdw0KYwlIVu1VxESXFWM1x2z1dz.jpg","False","고아인 한 작가의 우정과 사랑 및 예술적인 영감을 그린 영화로 학교에서 소외된 학생들로 구성된 그룹의 일원으로 지내다가 1차 세계대전에 참전하면서 이들과의 우정에 위기가 다가오며 이런 일련의 일들을 토대로 그 유명한 중간계 소설들을 쓰게되는 영감이 된다.","2019-05-03"
"13942","68721","False","6.9","아이언맨 3","42.736","https://image.tmdb.org/t/p/w500/pGMfidaVkjMVHXNIl7yippnipFT.jpg","en","Iron Man 3","28","12","878","","","","","https://image.tmdb.org/t/p/w500/n9X2DKItL3V0yq1q1jrk8z5UAki.jpg","False","어벤저스의 일원으로 활약한 뉴욕 사건 이후, 트라우마로 인해 영웅으로서의 삶에 회의를 느끼는 토니 스타크(로버트 다우니 주니어). 그가 혼란을 겪는 사이 최악의 테러리스트 만다린(벤 킹슬리)을 내세운 익스트리미스 집단 AIM이 스타크 저택에 공격을 퍼붓는다. 이 공격으로 그에게 남은 건 망가진 수트 한 벌 뿐. 모든 것을 잃어버린 그는 다시 테러의 위험으로부터 세계와 사랑하는 여인(기네스 팰트로)을 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음의 해답도 찾아야만 한다. 과연 그가 아이언맨인가? 수트가 아이언맨인가?","2013-04-18"
"4","586707","False","7","Life Like","42.546","https://image.tmdb.org/t/p/w500/hHxyXKJ4y2ZoxBkk0FfZV04f6Ni.jpg","en","Life Like","53","878","","","","","","https://image.tmdb.org/t/p/w500/xrbRvMWh1Ca1Ef6vzZkfkSZp2nZ.jpg","False","","2019-05-14"
"64","500852","False","6.5","미스 발라","42.363","https://image.tmdb.org/t/p/w500/ae9yrSAS7nLZPbbkOm61pSuIqeo.jpg","en","Miss Bala","53","28","18","","","","","https://image.tmdb.org/t/p/w500/5OoR3aVpxXluSCe9P5mhqOa36Gb.jpg","False","글로리아 푸엔테스(지나 로드리게스 분)는 로스앤젤레스 출신의 라틴 아메리카 메이크업 아티스트로, 가장 친한 친구 스즈(Suzu)를 만나러 멕시코 티후아나를 방문한다.  그들은 만남을 즐기기 위해 현지 나이트클럽에 함께 갔다가 멕시코 갱단과의 범죄에 연루된다.","2019-02-01"
"2925","487558","False","7.6","블랙클랜스맨","42.208","https://image.tmdb.org/t/p/w500/55W6mUVv4CXMMQHHhV2zXtLSpXQ.jpg","en","BlacKkKlansman","80","18","","","","","","https://image.tmdb.org/t/p/w500/gMVdhfQ7q9DFHhDkehrququjGPd.jpg","False","1970년대 초반, 흑인으로는 처음으로 콜로라도 스프링스의 경찰관이 된 론 스털워스(존 데이비드 워싱턴)는 변화를 만들기로 결심하고, 용기있게 위험한 미션을 행한다. KKK단에 잠입하여 그들의 실체를 드러내는 것. 그는 노련한 동료 플립 짐머맨(아담 드라이버)을 이 비밀 수사에 합류시킨다. 함께 뭉친 이들은 주류사회의 지지를 얻고자 하는 극단주의자 단체를 무너뜨리고자 하는데...","2018-07-30"
"7287","424694","False","8.1","보헤미안 랩소디","42.198","https://image.tmdb.org/t/p/w500/z0lKvIIJGzTBIa22aC0ZhxBxf23.jpg","en","Bohemian Rhapsody","18","10402","","","","","","https://image.tmdb.org/t/p/w500/93xA62uLd5CwMOAs37eQ7vPc1iV.jpg","False","공항 수하물 노동자로 일하며 음악의 꿈을 키우던 이민자 출신의 아웃사이더 파록 버사라. 보컬을 구하던 로컬 밴드에 들어가게 되면서 프레디 머큐리라는 이름으로 밴드 퀸을 이끌게 된다. 시대를 앞서가는 독창적인 음악과 화려한 퍼포먼스로 관중들을 사로잡으며 성장하던 퀸은 방송에서 외면을 받을 것이라는 음반사의 반대에도 불구하고 무려 6분 동안 이어지는 실험적인 곡 보헤미안 랩소디로 대성공을 거두며 월드스타 반열에 오른다. 그러나 독보적인 존재감을 뿜어내던 프레디는 솔로 데뷔라는 유혹에 흔들리게 되고, 오랜 시간 함께 해왔던 멤버들과 결별을 선언하게 되는데...","2018-10-24"
"1621","428078","False","6","모털 엔진","42.175","https://image.tmdb.org/t/p/w500/dpnzsvHdEHorgF88jt68c3wLaj5.jpg","en","Mortal Engines","12","14","","","","","","https://image.tmdb.org/t/p/w500/jnOuttTfG9KKpmOZtprC4pA1AlZ.jpg","False","움직이는 모든 것을 집어삼키려는 거대도시 ‘런던’. 탐욕스러운 거대도시 런던으로부터 세상을 지키려는 ‘저항 세력’. 숨겨진 공중도시 ‘에어 헤이븐’. 60분 전쟁으로 지구가 멸망한 황폐해진 미래, 인류의 생존이 걸린 움직이는 도시들의 전쟁. 끝내고 싶다면 모든 것을 삼켜야 한다","2018-11-27"
"12132","10138","False","6.8","아이언맨 2","42.043","https://image.tmdb.org/t/p/w500/7rUFYRfYV6c4yXiKBvKWOCRjimc.jpg","en","Iron Man 2","12","28","878","","","","","https://image.tmdb.org/t/p/w500/jxdSxqAFrdioKgXwgTs5Qfbazjq.jpg","False","세계 최강의 무기업체를 이끄는 CEO이자, 타고난 매력으로 화려한 삶을 살아가던 토니 스타크. 기자회견을 통해 자신이 아이언맨이라고 정체를 밝힌 이후, 정부로부터 아이언맨 수트를 국가에 귀속시키라는 압박을 받지만 이를 거부한다. 스타크 인더스트리의 운영권까지 수석 비서였던 페퍼 포츠에게 일임하고 히어로로서의 인기를 만끽하며 지내던 토니 스타크. 하지만 그 시각, 아이언맨의 수트 기술을 스타크 가문에 빼앗긴 후 쓸쓸히 돌아가신 아버지의 복수를 다짐해 온 위플래시는 수트의 원천 기술 개발에 성공, 치명적인 무기를 들고 직접 토니 스타크를 찾아 나선다.","2010-04-28"
"19931","293660","False","7.6","데드풀","42.005","https://image.tmdb.org/t/p/w500/lljWMCR3CZcMv75gII3Q2FsLLN3.jpg","en","Deadpool","28","12","35","","","","","https://image.tmdb.org/t/p/w500/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg","False","특수부대 요원 출신의 용병 웨이드 윌슨(라이언 레이놀즈)은 취향과 장난기마저 똑 닮은 바네사(모레나 바카린)를 만나 행복한 나날을 보낸다. 하지만 행복은 광고처럼 짧은 법. 말기 암 선고를 받은 웨이드는 비밀 임상실험에 참여하며 재기를 노린다. 극한의 고문으로 이뤄진 실험 후 웨이드는 암을 치료할뿐더러 무한한 재생 능력을 얻으며 불사의 존재가 된다. 하지만 동시에 부작용으로 호러영화에 어울릴 법한 외양을 갖는다. 스스로 슈트까지 지어 입고 데드풀이 된 웨이드는 자신을 고문한 자를 찾아 제대로 복수한 뒤 당당히 바네사 앞에 나서려 한다.","2016-02-09"
"11603","672","False","7.7","해리 포터와 비밀의 방","41.879","https://image.tmdb.org/t/p/w500/kJGAdaGGk4YB2l43kBPgVjAHZ6Z.jpg","en","Harry Potter and the Chamber of Secrets","12","14","10751","","","","","https://image.tmdb.org/t/p/w500/avqzwKn89VetTEvAlBePt3Us6Al.jpg","False","해리 포터에겐 이번 여름방학이 별로 즐겁질 못했다. 마법이라면 질색을 하는 페투니아 이모(피오나 쇼 분)와 버논 이모부(리차드 그리피스 분)의 구박도 그렇지만, 무엇보다 속상한 건 단짝이었던 론 위즐리(루퍼트 그린트 분)와 헤르미온느 그레인저(엠마 왓슨 분)가 그 사이 자신을 까맣게 잊었는지 자신의 편지에 답장 한 통 없다는 것.  그러던 어느날 꼬마 집요정 도비가 해리의 침실에 나타나 뜻밖의 얘기를 한다. 호그와트 마법학교로 돌아가면 무서운 일을 당할 거라는 것. 도비는 해리를 학교에 못 가게 하려고 자신이 여태까지 론과 헤르미온느의 답장을 가로채 왔음을 고백한다. 그러나 도비와 더즐리 가족의 방해에도 불구, 해리는 론과 그의 형제들이 타고 온 하늘을 나는 자동차를 타고 이모집을 탈출, 따뜻한 가족애가 넘치는 론 위즐리의 집으로 간다.","2002-11-13"
"129","535167","False","6.4","유랑지구","41.442","https://image.tmdb.org/t/p/w500/yrCsTt8phrO3tYQy0Nwep3bjLKm.jpg","zh","流浪地球","878","28","18","","","","","https://image.tmdb.org/t/p/w500/m5OlkBJZKTlMGJUaxMDINplKBRp.jpg","False","​가까운 미래, 태양계 소멸 위기를 맞은 지구는 영하 70도의 이상 기후와 함께 목성과의 충돌이라는 대재앙에 직면한다. 그러자, 전 세계 연합정부는 지구 자체를 태양계 밖으로 이동시키기 위한 범우주적 인류이민계획을 세우는데…","2019-02-05"
"12375","297762","False","7.3","원더 우먼","41.157","https://image.tmdb.org/t/p/w500/oZGYR75RaSLQ8XdJIVerYnOdhFx.jpg","en","Wonder Woman","12","14","10752","10749","","","","https://image.tmdb.org/t/p/w500/6iUNJZymJBMXXriQyFZfLAKnjO6.jpg","False","수천년 간 존재를 숨긴 채 지구를 수호하던 데미스키라의 공주 다이애나(갤 가돗)는 어느 날 하늘에서 이상한 움직임을 포착한다. 1차 세계대전에 참전해 스파이 활동을 벌이다가 격추된 미국인 조종사 스티브(크리스 파인)가 해변에 불시착한 것. 태어나 처음으로 남성을 보게 된 다이애나는 호기심을 감추지 못하고, 데미스키라의 일원들은 그가 파멸을 가져올 수도 있음을 경고한다. 다이애나는 엄마이자 여왕인 히폴리타(코니 닐슨)의 반대에도 불구하고 나치군의 추격을 따돌리면서 그들의 생화학무기 공격을 비밀리에 막아야 하는 스티브를 따라나선다.","2017-05-30"
"373","10052","False","6.4","드래곤플라이","41.059","https://image.tmdb.org/t/p/w500/gs3fFBoiEaExy5x3m5yAQpmVhXs.jpg","en","Dragonfly","18","","","","","","","https://image.tmdb.org/t/p/w500/86wll1GDVKYBFjJYeG8dJXU2aHO.jpg","False","시카고 메모리얼 병원의 응급의학과 과장이자 닥터인 조 대로우(Joe Darrow: 케빈 코스트너 분)는 해박한 의학 지식과 생사의 기로에 놓여있는 환자들의 생존 가능성을 판별해내는 능력 때문에 동료들과 환자들로부터 무척 존경받는 의사이다. 그러나 비극적인 사고로 그의 아내가 목숨을 잃자 그의 전문적인 의학 지식도 그에게 아무런 위안이 되지 못한다. 그의 아내 에밀리 대로우(Dr. Emily Darrow: 수잔나 톰슨 분)는 같은 병원의 소아과 종양학 전문 의사였으며 베네수엘라의 오지에서 원주민 환자들을 보살피던 중 타고 있던 버스가 추락하는 사고로 목숨을 잃는다. 그로부터 6개월이 지났건만 에밀리의 시신은 여전히 찾을 길이 없다. 조는 아내의 죽음 때문에 받은 충격에서 헤어나기 위해 주말이나 휴일도 없이 하루 20시간씩 병원에서 일만 한다. 급기야 그의 신경은 극도로 예민해지고 병원의 사무국장인 휴 캠벨(Hugh Campbell: 조 모튼 분)은 조에게 마음을 추스리도록 휴가를 가져보라고 권유한다. 병원의 동료 친구들과 이웃에 사는 법대 교수인 미리암 벨몬트(Miriam Belmont: 캐시 베이츠 분)가 그에게 정신적인 힘이 되어주려고 애쓰지만 조는 표현할 수 없는 슬픔 때문에 점점 사람들로부터 소외되어 간다.","2002-02-22"
"18351","157336","False","8.2","인터스텔라","40.636","https://image.tmdb.org/t/p/w500/zephyR9sWnscPjadlDhWXPWosmV.jpg","en","Interstellar","12","18","878","","","","","https://image.tmdb.org/t/p/w500/xu9zaAevzQ5nnrsXN6JcahLnG4i.jpg","False","세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 나사 소속 우주비행사였던 쿠퍼(매튜 매커너헤이)는 지구에 몰아친 식량난으로 옥수수나 키우며 살고 있다. 거센 황사가 몰아친 어느 날 알 수 없는 힘에 이끌려 딸과 함께 도착한 곳은 인류가 이주할 행성을 찾는 나사의 비밀본부. 이 때 시공간에 불가사의한 틈이 열리고, 이 곳을 탐험해 인류를 구해야 하는 임무를 위해 쿠퍼는 만류하는 딸을 뒤로한 채 우주선에 탑승한다.","2014-11-05"
"1789","442249","False","5.8","더 퍼스트 퍼지","40.047","https://image.tmdb.org/t/p/w500/litjsBoiydO6JlO70uOX4N3WnNL.jpg","en","The First Purge","28","878","53","27","","","","https://image.tmdb.org/t/p/w500/r4clWIxKeWoqrHspQP0XunuUmB7.jpg","False","미국의 공포 스릴러 영화 《더 퍼지》 시리즈의 4번째 작품. 더 퍼지의 프리퀄 이야기를 그린다. 분명 인기가 없었다면 네 번째 시리즈까지 만들어지지 않았을 편부터 특유의 잔인하고 폭력적인 소재와 화제가 됐던 영화이다.","2018-07-04"
"473","280217","False","6.6","레고 무비 2","39.447","https://image.tmdb.org/t/p/w500/if4POmDLhJX4Cgiddr1PudDhde8.jpg","en","The Lego Movie 2: The Second Part","28","12","16","35","10751","878","14","https://image.tmdb.org/t/p/w500/8kPozGb4BDrcWBSsGPrkULG2tP9.jpg","False","시스타 행성의 지멋대로 여왕의 지시로 듀플로 외계인들이 레고 마을을 침공한다. 어마무시 장군이 친구들을 납치하자 에밋은 우주로의 여행을 떠나는데… 에밋과 친구들의 대모험, 이번엔 우주다! 준비됐나요?","2019-01-26"
"1360","400650","False","6.6","메리 포핀스 리턴즈","39.212","https://image.tmdb.org/t/p/w500/qHUAcbs57DXdCS2jvgNqqfq2L7.jpg","en","Mary Poppins Returns","14","10751","35","","","","","https://image.tmdb.org/t/p/w500/cwiJQXezWz876K3jS57Sq56RYCZ.jpg","False","체리트리 가 17번지에 살고 있는 마이클과 세 아이들은 아내와 엄마를 잃고, 집까지 빼앗길 위기에 처해 슬픔에 잠긴다. 어느 날, 바람의 방향이 바뀌고 마이클의 가족에게 다시 돌아온 ‘메리 포핀스’는 사랑스러운 마법으로 가득 찬 황홀한 경험을 선사하는데…","2018-12-13"
"21895","27205","False","8.3","인셉션","39.186","https://image.tmdb.org/t/p/w500/7QrIAHcoq1lxUKtd1f6Hu89o6EF.jpg","en","Inception","28","878","12","","","","","https://image.tmdb.org/t/p/w500/s2bT29y0ngXxxu2IA8AOzzXTRhd.jpg","False","타인의 꿈과 접속해 생각을 빼낼 수 있는 근미래, 돔 코브(레오나르도 디카프리오)는 꿈의 보안 프로그래머이자 동시에 침입자다. 그는 일본인 사업가 사이토(와타나베 켄)의 제안에 따라 거대 합병 기업의 총수가 될 피셔(킬리언 머피)의 꿈을 설계하여 기업 합병을 막으려 든다. 그 일을 성사시키면 코브는 사이토의 도움으로 아내(마리온 코티아르)의 살해범으로 몰린 자신의 누명을 뒤로 하고 사랑스런 자녀들이 있는 집으로 돌아갈 수 있다. 마침내 코브 일행은 꿈 안의 꿈 안의 또 꿈이라는 경로를 거치며 피셔의 꿈과 무의식 깊숙한 곳을 설계하고 침투한다.","2010-07-15"
"1167","395990","False","5.8","데스 위시","39.132","https://image.tmdb.org/t/p/w500/a2bQF2OEvOVbVVY5k0sq4ShnAI6.jpg","en","Death Wish","28","80","18","53","","","","https://image.tmdb.org/t/p/w500/uQqQvmptJLPTcWDrZXn22p7j7s3.jpg","False","뉴욕에서 건축가로 일하고 있는 폴 커시는 사랑하는 아내와 딸,사위와 행복한 삶을 살고 있었다. 그러나 자신의 집에 있던 아내와 딸이 정체 모를 강도들의 습격으로 성폭행 당하는 사건이 발생한다. 이 사건으로 아내는 세상을 떠나고 딸은 심각한 충격을 받게 된다.  이에 커시는 경찰에 조사를 의뢰하지만,유일한 목격자인 딸이 충격 때문에 제대로 증언을 하지 못해 수사에 난항을 겪게 된다. 오래 전 뛰어난 사격 솜씨를 자랑했던 폴은 결국 친구로부터 선물받은 32구경 총을 이용하여 직접 뉴욕의 밤거리를 배회하며 강도들을 쏘아 죽이는 일을 시작하게 된다.  강도들을 처단하는 그를 언론에서는 '가시 거인'으로 부르기 시작하고 경찰은 그를 잡기로 하지만 그로 인해 주당 강도건수가 줄어들고 있다는 사실에 한편으로는 그를 잡아야 할 지 의문을 품는다.  결국 몇몇 증거들로 인해 그의 존재가 드러나게 되고 경찰은 그를 잡는 대신 범죄 소굴인 뉴욕을 떠나 다시는 돌아오지 말라는 조건으로 풀어주는 제안을 한다..","2018-03-02"
"11385","12445","False","8.1","해리 포터와 죽음의 성물 - 2부","38.765","https://image.tmdb.org/t/p/w500/uRkybr1BKuSzJLepsOkbNww5cRM.jpg","en","Harry Potter and the Deathly Hallows: Part 2","10751","14","12","","","","","https://image.tmdb.org/t/p/w500/n5A7brJCjejceZmHyujwUTVgQNC.jpg","False","모든 것을 끝낼 최후의 전투! 판타지의 아름다운 역사가 드디어 마침표를 찍는다! 덤블도어 교장이 남긴 ‘죽음의 성물’의 단서를 쫓던 해리 포터는 볼드모트가 그토록 찾아 다닌 절대적인 힘을 가진 지팡이의 비밀을 통해 드디어 마지막 퍼즐을 완성한다. 볼드모트의 영혼이 담긴 다섯 번째 ‘호크룩스’를 찾기 위해 마법학교 호그와트로 돌아온 해리와 친구들은 그들을 잡으려는 보안마법에 걸려 위기를 맞지만 덤블도어의 동생인 에버포스의 도움으로 벗어난다. 그리고 그에게서 덤블도어와 어둠의 마법사 그린델왈드에 관한 놀라운 과거에 대해 알게 된다.","2011-07-07"
